job;marital;education;default;housing;loan;contact;month;poutcome;Fac-age;Fac-balance;Fac-duration;Fac-campaign;Fac-pday;Fac-pervious;y
self-employed;divorced;primary;no;yes;no;telephone;may;unknown;mid;rich;long;repeat;new;new;no
management;married;tertiary;no;no;no;cellular;mar;failure;mid;normal;long;repeat;old;old;no
technician;married;tertiary;no;no;no;cellular;aug;unknown;mid;rich;long;repeat;new;new;no
self-employed;married;tertiary;no;no;no;unknown;jun;unknown;mid;normal;short;new;new;new;no
blue-collar;married;secondary;no;no;no;cellular;jul;unknown;young;normal;normal;try-harder;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;unknown;mid;normal;short;try-harder;new;new;no
technician;married;secondary;no;no;no;unknown;may;unknown;mid;normal;long;try-harder;new;new;no
services;married;secondary;no;no;yes;unknown;jun;unknown;mid;normal;short;new;new;new;no
entrepreneur;divorced;secondary;no;yes;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;yes
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
technician;married;tertiary;no;no;no;cellular;feb;failure;mid;rich;long;new;old;old;no
services;single;secondary;no;no;yes;cellular;nov;unknown;mid;rich;overtime;new;new;new;no
student;single;secondary;no;no;no;cellular;aug;other;young;rich;long;repeat;old;old;no
technician;married;secondary;no;yes;no;cellular;feb;unknown;mid;normal;short;try-harder;new;new;no
self-employed;married;secondary;no;no;yes;cellular;jul;unknown;mid;normal;long;new;new;new;no
unknown;single;secondary;no;no;no;unknown;jun;unknown;mid;normal;short;new;new;new;no
entrepreneur;single;secondary;no;no;no;cellular;jul;unknown;mid;normal;long;try-harder;new;new;no
retired;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;long;new;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;unknown;mid;normal;long;repeat;new;new;no
unemployed;married;secondary;no;no;no;cellular;aug;success;mid;normal;overtime;new;old;old;yes
retired;married;secondary;no;no;no;telephone;jan;success;mid;normal;overtime;new;old;old;yes
self-employed;single;unknown;no;no;no;unknown;jun;unknown;mid;normal;short;try-harder;new;new;no
technician;divorced;tertiary;no;yes;no;telephone;nov;unknown;mid;normal;short;new;new;new;no
services;single;unknown;no;no;no;unknown;jul;unknown;young;normal;long;new;new;new;no
blue-collar;married;primary;no;yes;yes;unknown;jun;unknown;mid;normal;long;new;new;new;no
management;married;tertiary;no;no;no;cellular;nov;unknown;mid;normal;overtime;repeat;new;new;no
technician;single;unknown;no;yes;no;unknown;jun;unknown;mid;normal;short;try-harder;new;new;no
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;normal;short;try-harder;new;new;no
admin.;married;secondary;no;yes;no;cellular;jul;unknown;mid;normal;short;try-harder;new;new;no
services;divorced;secondary;no;yes;no;cellular;may;failure;mid;normal;long;new;old;old;no
self-employed;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;normal;try-harder;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;unknown;mid;normal;overtime;new;new;new;no
services;single;secondary;no;no;no;unknown;jun;unknown;mid;normal;short;try-harder;new;new;no
admin.;single;tertiary;no;no;no;cellular;may;unknown;young;normal;normal;new;new;new;no
management;single;tertiary;no;no;no;cellular;may;unknown;mid;rich;normal;repeat;new;new;no
student;single;tertiary;no;yes;no;cellular;sep;other;young;bust;long;repeat;old;old;no
blue-collar;married;primary;no;yes;no;unknown;jun;unknown;mid;normal;overtime;repeat;new;new;yes
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;may;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;divorced;secondary;no;yes;no;unknown;may;unknown;mid;bust;long;repeat;new;new;no
services;married;secondary;no;yes;yes;unknown;may;unknown;mid;normal;long;new;new;new;no
technician;single;secondary;no;yes;no;unknown;jun;unknown;young;normal;short;try-harder;new;new;no
blue-collar;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;normal;repeat;new;new;no
technician;single;tertiary;no;no;no;cellular;aug;unknown;old;rich;long;repeat;new;new;no
management;married;tertiary;no;yes;no;cellular;apr;unknown;mid;rich;long;repeat;new;new;no
management;married;tertiary;no;no;no;cellular;nov;unknown;mid;normal;normal;new;new;new;no
technician;married;tertiary;no;no;no;cellular;aug;success;mid;normal;long;repeat;old;old;no
services;married;secondary;no;yes;no;unknown;jun;unknown;mid;normal;overtime;new;new;new;no
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
technician;single;tertiary;no;yes;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;no;no;cellular;feb;unknown;mid;normal;long;new;new;new;no
management;single;tertiary;no;yes;no;cellular;apr;failure;mid;normal;long;repeat;old;old;no
management;single;secondary;no;yes;no;unknown;jun;unknown;young;normal;overtime;try-harder;new;new;no
services;divorced;secondary;no;no;yes;cellular;apr;unknown;mid;rich;normal;new;new;new;no
services;single;secondary;no;no;no;cellular;apr;unknown;mid;normal;long;new;new;new;yes
housemaid;single;tertiary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;may;failure;mid;normal;overtime;new;old;old;yes
blue-collar;married;unknown;no;yes;no;unknown;may;unknown;mid;normal;short;new;new;new;no
management;married;tertiary;no;no;no;cellular;apr;unknown;mid;normal;normal;new;new;new;yes
blue-collar;married;secondary;no;yes;no;cellular;apr;unknown;mid;normal;overtime;repeat;new;new;no
management;single;primary;no;no;no;telephone;jul;unknown;mid;normal;normal;try-harder;new;new;no
unemployed;married;secondary;no;yes;yes;cellular;nov;failure;mid;bust;long;new;old;old;no
blue-collar;divorced;secondary;no;yes;no;cellular;nov;failure;mid;normal;normal;repeat;old;old;no
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;married;primary;no;no;no;unknown;jun;unknown;mid;normal;long;repeat;new;new;no
services;divorced;secondary;no;yes;yes;unknown;may;unknown;mid;normal;normal;new;new;new;no
student;married;secondary;no;no;no;cellular;nov;failure;mid;normal;short;new;old;old;no
technician;married;secondary;no;yes;no;cellular;feb;failure;mid;normal;long;new;old;old;no
technician;married;secondary;no;yes;no;cellular;may;unknown;mid;normal;long;repeat;new;new;no
services;married;secondary;no;no;yes;cellular;jul;unknown;mid;normal;overtime;try-harder;new;new;no
blue-collar;divorced;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;single;secondary;no;no;no;cellular;apr;unknown;young;rich;long;repeat;new;new;yes
blue-collar;single;tertiary;no;no;no;telephone;jul;unknown;mid;rich;long;try-harder;new;new;no
technician;single;secondary;no;yes;yes;cellular;may;failure;mid;bust;overtime;repeat;old;old;yes
student;single;unknown;no;no;no;unknown;jun;unknown;mid;normal;long;repeat;new;new;no
unemployed;married;secondary;no;no;no;cellular;sep;success;mid;normal;overtime;new;old;old;yes
admin.;married;secondary;no;no;no;cellular;oct;success;mid;normal;long;try-harder;old;old;no
unemployed;married;tertiary;no;yes;no;cellular;apr;unknown;mid;rich;overtime;new;new;new;yes
management;married;tertiary;no;no;yes;cellular;nov;unknown;mid;rich;short;new;new;new;no
housemaid;married;secondary;no;yes;no;cellular;jul;unknown;young;bust;long;new;new;new;no
blue-collar;single;secondary;no;yes;no;unknown;may;unknown;mid;bust;overtime;repeat;new;new;yes
technician;married;unknown;no;yes;no;unknown;may;unknown;mid;rich;long;new;new;new;no
management;divorced;tertiary;no;yes;no;unknown;jun;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;divorced;secondary;no;yes;no;unknown;jun;unknown;mid;normal;overtime;repeat;new;new;no
retired;married;unknown;no;no;no;telephone;mar;success;old;normal;long;new;old;old;yes
unknown;married;unknown;no;no;no;telephone;aug;unknown;old;rich;long;new;new;new;yes
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
blue-collar;divorced;primary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;bust;long;repeat;new;new;no
self-employed;divorced;tertiary;no;yes;no;cellular;oct;success;old;normal;long;new;old;old;yes
management;married;tertiary;no;no;yes;cellular;jul;unknown;mid;rich;normal;repeat;new;new;no
services;divorced;secondary;no;yes;no;cellular;jul;unknown;mid;normal;overtime;new;new;new;yes
technician;single;secondary;no;yes;no;cellular;may;success;mid;bust;overtime;repeat;old;old;yes
management;married;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;short;repeat;new;new;no
blue-collar;divorced;primary;no;yes;no;cellular;jul;unknown;mid;rich;long;try-harder;new;new;no
management;single;tertiary;no;yes;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;new;new;new;yes
technician;single;secondary;no;no;no;cellular;feb;unknown;mid;rich;overtime;repeat;new;new;yes
technician;single;tertiary;no;no;no;cellular;apr;unknown;mid;normal;long;new;new;new;yes
technician;single;secondary;no;no;no;cellular;aug;unknown;mid;rich;long;new;new;new;no
admin.;married;secondary;no;yes;no;unknown;jun;unknown;mid;bust;long;repeat;new;new;no
technician;single;tertiary;no;no;no;cellular;apr;unknown;mid;normal;long;new;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
management;married;tertiary;no;yes;yes;cellular;nov;unknown;mid;normal;normal;new;new;new;no
admin.;divorced;secondary;no;yes;no;cellular;jul;unknown;mid;normal;normal;try-harder;new;new;no
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;rich;long;try-harder;new;new;no
services;single;secondary;no;yes;no;cellular;jul;unknown;mid;normal;normal;try-harder;new;new;no
management;single;tertiary;no;no;no;cellular;nov;unknown;mid;normal;short;try-harder;new;new;no
blue-collar;married;primary;no;yes;no;unknown;jun;unknown;mid;normal;long;new;new;new;no
admin.;married;tertiary;no;yes;no;cellular;feb;unknown;mid;normal;normal;repeat;new;new;no
management;single;tertiary;no;yes;no;cellular;sep;unknown;mid;normal;normal;repeat;new;new;yes
management;single;tertiary;no;yes;no;cellular;nov;failure;mid;normal;long;new;old;old;no
entrepreneur;married;primary;no;no;no;unknown;jun;unknown;mid;normal;normal;new;new;new;no
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;rich;overtime;repeat;new;new;no
technician;married;secondary;no;no;yes;cellular;jul;unknown;mid;normal;overtime;try-harder;new;new;no
management;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;no
housemaid;married;primary;no;no;no;cellular;aug;unknown;mid;rich;overtime;repeat;new;new;yes
services;married;secondary;yes;yes;yes;cellular;jul;unknown;mid;bust;long;repeat;new;new;no
management;single;tertiary;no;yes;no;unknown;may;unknown;young;rich;long;new;new;new;no
services;single;secondary;no;yes;no;cellular;apr;unknown;mid;normal;short;repeat;new;new;no
housemaid;single;unknown;no;no;no;telephone;jul;unknown;mid;normal;normal;try-harder;new;new;no
retired;married;secondary;no;no;yes;cellular;may;failure;mid;rich;long;repeat;old;old;no
technician;married;secondary;no;no;no;cellular;apr;other;mid;rich;overtime;new;old;old;yes
student;married;tertiary;no;yes;no;cellular;jul;unknown;young;normal;overtime;repeat;new;new;yes
services;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
blue-collar;single;secondary;no;yes;no;cellular;may;unknown;mid;normal;overtime;repeat;new;new;no
services;single;secondary;no;yes;no;cellular;may;unknown;young;normal;short;try-harder;new;new;no
services;single;primary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
services;married;secondary;no;yes;no;cellular;may;unknown;mid;normal;overtime;new;new;new;no
blue-collar;married;primary;no;yes;no;cellular;jan;unknown;mid;normal;long;repeat;new;new;no
management;divorced;tertiary;no;no;yes;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;divorced;primary;no;yes;no;cellular;feb;unknown;mid;normal;overtime;repeat;new;new;no
technician;married;tertiary;no;yes;yes;cellular;feb;failure;mid;normal;normal;repeat;old;old;no
management;married;secondary;no;no;no;cellular;feb;unknown;mid;normal;short;try-harder;new;new;no
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;yes
admin.;married;secondary;no;yes;yes;cellular;jan;failure;mid;normal;short;new;old;old;no
technician;married;secondary;no;no;yes;cellular;aug;unknown;mid;rich;normal;repeat;new;new;no
admin.;single;secondary;no;yes;no;cellular;may;unknown;mid;normal;normal;repeat;new;new;no
housemaid;married;unknown;yes;no;yes;telephone;jul;unknown;mid;bust;normal;repeat;new;new;no
technician;divorced;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
management;married;secondary;no;no;no;cellular;oct;failure;mid;normal;overtime;new;old;old;yes
admin.;divorced;secondary;no;no;no;cellular;jul;unknown;mid;bust;overtime;new;new;new;yes
services;divorced;secondary;no;yes;yes;cellular;jan;unknown;mid;normal;long;repeat;new;new;no
self-employed;married;secondary;no;yes;no;cellular;apr;failure;mid;normal;overtime;new;old;old;no
admin.;married;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;normal;new;new;new;no
admin.;married;tertiary;no;no;no;telephone;apr;unknown;mid;normal;long;new;new;new;no
technician;married;tertiary;no;yes;yes;telephone;jul;unknown;mid;rich;short;try-harder;new;new;no
technician;divorced;secondary;no;no;no;cellular;jul;unknown;mid;normal;long;try-harder;new;new;no
admin.;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;normal;repeat;new;new;no
services;married;tertiary;no;no;no;cellular;jul;failure;mid;normal;long;repeat;old;old;no
services;married;secondary;no;yes;yes;unknown;jun;unknown;mid;normal;overtime;new;new;new;no
management;married;tertiary;no;yes;no;cellular;aug;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;single;secondary;no;yes;no;cellular;mar;unknown;mid;normal;normal;repeat;new;new;no
services;married;secondary;no;yes;no;unknown;may;unknown;mid;bust;long;new;new;new;no
self-employed;single;tertiary;no;yes;yes;unknown;may;unknown;mid;normal;overtime;new;new;new;no
admin.;single;secondary;no;no;no;cellular;feb;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;single;secondary;no;yes;yes;unknown;may;unknown;young;normal;long;new;new;new;no
admin.;single;secondary;no;no;yes;cellular;sep;unknown;young;rich;short;repeat;new;new;no
services;married;secondary;no;yes;yes;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
retired;married;primary;no;no;no;cellular;jun;unknown;mid;normal;overtime;repeat;new;new;yes
blue-collar;married;primary;no;yes;no;cellular;jul;unknown;mid;normal;short;try-harder;new;new;no
blue-collar;single;primary;no;yes;no;cellular;apr;unknown;mid;normal;long;new;new;new;no
technician;single;secondary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
entrepreneur;married;primary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
services;married;tertiary;no;yes;no;cellular;aug;unknown;mid;normal;long;try-harder;new;new;no
technician;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;new;new;new;no
admin.;married;secondary;no;yes;no;unknown;may;unknown;young;normal;long;repeat;new;new;no
technician;married;secondary;no;no;no;unknown;jun;unknown;mid;rich;short;repeat;new;new;no
services;single;secondary;no;yes;no;cellular;may;success;mid;normal;normal;repeat;old;old;no
management;married;tertiary;no;no;no;unknown;may;unknown;mid;normal;overtime;new;new;new;no
admin.;single;secondary;no;yes;no;unknown;jun;unknown;mid;normal;long;try-harder;new;new;no
services;single;secondary;no;yes;no;cellular;apr;failure;mid;normal;overtime;try-harder;old;old;no
